_id,equipamento_id,numero_ordem_servico,created_at,updated_at,status,triagem,diagnostico,equipamento
5ea1b79dbdcecbbd7f7f81ed,5ea1b79cbdcecbbd7f7f81ec,0001,2020-04-03 14:20:35.000,2020-04-23 15:49:52.076,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Traquéias', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Válvula exalatória', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Conector ""Y""', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Oxigênio (verde)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Conector de Dreno', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Jarra', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Linha de pressão proximal braço articulado', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Ar Medicinal (amarela)', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Oxigênio (verde)', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Membrana', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Pedestral', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Pulmão de Teste', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Sensor de Fluxo', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Sensor de temperatura', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Traquéias', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Umidificador', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}, {'descricao': 'Válvula exalatória', 'acompanha': False, 'quantidade': 0, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1hW3BrphLydIrY5ar-mQ5jRAtsFO8GVQk', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Não apresenta fonte e não liga por não ter conexões para energizar - Conexões internas dos tubos flexíveis estão partidos e ressecados', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': 'Adaptada uma fonte, trocada bateria; e trocado mangueira e conexões', 'observacoes': 'BATERIA VRLA 12V - 2,3A compatível nos modelos INTERS - Eletrônica PUTIU (Contato: 85 - 9749-5949) possui 15 unidades dela - Adquiridas em NOV/2019 - Tubos de PVC Atóxico localizados na ELGalvão (85) 3298-3199', 'itens': [{'tipo': 'acessorio', 'nome': 'Tubos de PCV Atóxico de 4mm e 6mm', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'pecas', 'nome': 'Bateria de 12V/2,2Ah;', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'pecas', 'nome': 'Display LCD', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'pecas', 'nome': 'Fonte .', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'circuitos aduto de paciente completo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'sensores de fluxo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79cbdcecbbd7f7f81ec'), 'numero_de_serie': 'l13026', 'nome_equipamento': '', 'numero_do_patrimonio': '08639', 'tipo': 'Ventilador pulmonar de transporte', 'marca': 'Leistung', 'modelo': 'PR4G', 'fabricante': 'Leistung', 'municipio_origem': 'SÃO LUIS DO CURU', 'nome_instituicao_origem': 'PREFEITURA SÃO LUIS DO CURU', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'VERONICA MORAES  ADS- CAUCAIA', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 3, 14, 20, 35), 'updated_at': datetime.datetime(2020, 4, 3, 14, 20, 35)}]"
5ea1b79dbdcecbbd7f7f81ef,5ea1b79dbdcecbbd7f7f81ee,0002,2020-04-03 14:26:33.000,2020-04-09 16:08:04.000,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Cabo de Força / Fonte', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1FXE3avV1t02JL2zwpiATte2CEBeCCZhl', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Sem os acessórios e conexões de Gás, parte elétrica funcional, tubos de PVC atóxico interno de 6mm ressecadas', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': '', 'observacoes': '', 'itens': [{'tipo': 'acessorio', 'nome': 'circuitos aduto de paciente completo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'sensores de fluxo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'diafrágma expiratórios', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79dbdcecbbd7f7f81ee'), 'numero_de_serie': '2016 - 34', 'nome_equipamento': '', 'numero_do_patrimonio': '0141520', 'tipo': 'Ventilador pulmonar de transporte', 'marca': 'Takaoka (KTK)', 'modelo': 'Microtak', 'fabricante': 'Takaoka (KTK)', 'municipio_origem': 'ITAPAJÉ', 'nome_instituicao_origem': 'PREFEITURA DE ITAPAJÉ', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'VERÔNICA MORAES ADS- CAUCAIA', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 3, 14, 26, 33), 'updated_at': datetime.datetime(2020, 4, 3, 14, 26, 33)}]"
5ea1b79dbdcecbbd7f7f81f1,5ea1b79dbdcecbbd7f7f81f0,0003,2020-04-03 14:37:16.000,2020-04-09 14:43:07.000,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Traquéias', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Blender', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Umidificador', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Jarra', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Válvula exalatória', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Conector ""Y""', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Conector de Dreno', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Sensor de Fluxo', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Sensor de temperatura', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Pedestral', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Oxigênio (verde)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Ar Medicinal (amarela)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Cabo de Força / Fonte', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1mX1MafvOAAXVK3PKWS-Iy0ySUDq0tr2c', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Aparentemente normal, verificar duração da bateria interna, Está com vazamento interno de Ar, O-Rings internos do Manifold principal danificados', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': 'Bateria interna trocada (doação).\nSubstituição dos O-Rings internos do Manifold', 'observacoes': 'Equipamento liberado', 'itens': [{'tipo': 'pecas', 'nome': 'BATERIA VRLA 12V - 2', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'pecas', 'nome': '3A compatível nos modelos INTERS', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'circuitos adulto de paciente completo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'sensores de fluxo', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'diafragma expiratórios', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Válvula Exalatória', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Mangueiras de Oxigênio', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Mangueiras de Ar', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79dbdcecbbd7f7f81f0'), 'numero_de_serie': 'IP5-2010-08-05-007', 'nome_equipamento': '', 'numero_do_patrimonio': '258882 SESA/CE', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': 'Intermed', 'modelo': 'Inter 5 plus', 'fabricante': 'Intermed', 'municipio_origem': 'ITAPIPOCA', 'nome_instituicao_origem': 'POLICLINICA DE ITAPIPOCA', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'MÁRIO COUTO - ADS ITAPIPOCA', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 3, 14, 37, 16), 'updated_at': datetime.datetime(2020, 4, 3, 14, 37, 16)}]"
5ea1b79ebdcecbbd7f7f81f3,5ea1b79ebdcecbbd7f7f81f2,0004,2020-04-03 15:08:22.000,2020-04-09 14:31:34.000,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Traquéias', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Blender', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Umidificador', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Jarra', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Válvula exalatória', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Membrana', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Conector ""Y""', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Conector de Dreno', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Sensor de Fluxo', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Sensor de temperatura', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Linha de pressão proximal braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Pedestral', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Oxigênio (verde)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Ar Medicinal (amarela)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Cabo de Força / Fonte', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1cHlfQ78EnaNn1s-0u8fQ9vF5ytmZx-1o', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Aparentemente Normal, verificar duração da bateria interna', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': '', 'observacoes': 'Teste de bateria realizado por 1 hora e meia \nCedeu uma traqueia para o ventilador mecânico o 258882\nEquipamento liberado', 'itens': [{'tipo': 'pecas', 'nome': 'Bateria', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79ebdcecbbd7f7f81f2'), 'numero_de_serie': 'IP5-2010-06-04800', 'nome_equipamento': '', 'numero_do_patrimonio': '221930 - SESA/CE', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': 'Intermed', 'modelo': 'Inter 5 plus', 'fabricante': 'Intermed', 'municipio_origem': 'BATURITÉ', 'nome_instituicao_origem': 'POLICLINICA DE BATURITÉ', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'FÁTIMA FERREIRA ADS - BATURITÉ', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 3, 15, 8, 22), 'updated_at': datetime.datetime(2020, 4, 3, 15, 8, 22)}]"
5ea1b79ebdcecbbd7f7f81f5,5ea1b79ebdcecbbd7f7f81f4,0005,2020-04-03 15:13:45.000,2020-04-09 14:55:18.000,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Blender', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Jarra', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Conector de Dreno', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Linha de pressão proximal braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Oxigênio (verde)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Ar Medicinal (amarela)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1TSosxh2eSKs0z9PyW3bi6adXH2b44iym', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Não inicia, Provável Falha na Bateria ou no Sistema de Fonte, Cheiro de Queimado no Equipamento, constatado: bateria defeituosa e capacitor de tântalo estourado na placa de controle', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': 'Bateria foi trocada teste realizado por 1 hora e meia', 'observacoes': 'Equipamento liberado', 'itens': [{'tipo': 'pecas', 'nome': 'BATERIA VRLA 12V - 2', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'pecas', 'nome': '3A compatível nos modelos INTERS - Bateria CR 2032.', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79ebdcecbbd7f7f81f4'), 'numero_de_serie': 'IP5-2010-06-04-790', 'nome_equipamento': '', 'numero_do_patrimonio': '221919', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': 'Intermed', 'modelo': 'Inter 5 plus', 'fabricante': 'Intermed', 'municipio_origem': 'TAUÁ', 'nome_instituicao_origem': 'POLICLINICA DE TAUÁ', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'VÂNIA SOUSA - SUPERITENDENTE DA REGIÃO DO SERTÃO CENTRAL ', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 3, 15, 13, 45), 'updated_at': datetime.datetime(2020, 4, 3, 15, 13, 45)}]"
5ea1b79ebdcecbbd7f7f81f7,5ea1b79ebdcecbbd7f7f81f6,0006,2020-04-06 09:20:02.000,2020-04-09 15:06:28.000,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Blender', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Umidificador', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Válvula exalatória', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Membrana', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Pedestral', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Oxigênio (verde)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Mangueira de Ar Medicinal (amarela)', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Cabo de Força / Fonte', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1-Tsh4mcx0rNd9FgXsA4yOiPxpu45tMsR', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Bateria defeituosa', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': 'Troca da Bateria 12v, 2,3A, reparado bozzer e aguardando posição das mangueiras', 'observacoes': 'Buzzer reparado. Testado e aprovado\n', 'itens': [{'tipo': 'pecas', 'nome': 'Bateria', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79ebdcecbbd7f7f81f6'), 'numero_de_serie': 'IP5-2011-11-05523', 'nome_equipamento': '', 'numero_do_patrimonio': '314180', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': 'Intermed', 'modelo': 'Inter 5 plus', 'fabricante': 'Intermed', 'municipio_origem': 'IGUATU', 'nome_instituicao_origem': 'HOSPITAL REGIONAL DE IGUATU', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'REGIÃO DE SAÚDE DE IGUATU', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 6, 9, 20, 2), 'updated_at': datetime.datetime(2020, 4, 6, 9, 20, 2)}]"
5ea1b79fbdcecbbd7f7f81f9,5ea1b79fbdcecbbd7f7f81f8,0007,2020-04-06 10:04:38.000,2020-04-09 14:18:37.000,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Cabo de Força / Fonte', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1GmI6LGF8yDC8A0-7THgvSN2XLN85Or4G', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Verificar Estanqueidade\nNos primeiros testes aparenta funcionar normalmente, verificar a condição da bateria ', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': 'Aquisição dos Acessórios, adquirir sensor de O2 (PSR-11-917-M)', 'observacoes': 'Aguardando Celula de O2\nDivulgado pelo fabricante que funciona sem o sensor de fluxo \n', 'itens': [{'tipo': 'acessorio', 'nome': 'circuitos adulto de paciente completo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'sensores de fluxo', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Mangueira de Oxigênio', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Mangueira de Ar', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Célula de Oxigênio (PSR-11-917-M)', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79fbdcecbbd7f7f81f8'), 'numero_de_serie': 'BBV03157, BBU01885', 'nome_equipamento': '', 'numero_do_patrimonio': '07012464', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': ' BIRD', 'modelo': 'AVEA', 'fabricante': ' BIRD', 'municipio_origem': 'IGUATU', 'nome_instituicao_origem': 'HOSPITAL REGIONAL DE IGUATU', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'REGIÃO DE SAÚDE DE IGUATU', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 6, 10, 4, 38), 'updated_at': datetime.datetime(2020, 4, 6, 10, 4, 38)}]"
5ea1b79fbdcecbbd7f7f81fb,5ea1b79fbdcecbbd7f7f81fa,0008,2020-04-06 10:19:03.000,2020-04-09 15:57:43.000,diagnostico,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Cabo de Força / Fonte', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1_L4irfa9gc7qwFPz_4san8zNMm-yeao1', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}","{'resultado_tecnico': 'Estanqueidade; está sem os acessórios.', 'demanda_servicos': '', 'demanda_insumos': '', 'acao_orientacao': 'teste da bateria', 'observacoes': '', 'itens': [{'tipo': 'acessorio', 'nome': 'circuitos adulto de paciente completo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'sensores de fluxo', 'unidade_medida': '', 'quantidade': 2, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Mangueira de Oxigênio', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Mangueira de Ar', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}, {'tipo': 'acessorio', 'nome': 'Sensor de O2 (PSR-11-917-M)', 'unidade_medida': '', 'quantidade': 1, 'descricao': ''}]}","[{'_id': ObjectId('5ea1b79fbdcecbbd7f7f81fa'), 'numero_de_serie': 'BBV03295, BBU01898', 'nome_equipamento': '', 'numero_do_patrimonio': '7012453', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': 'BIRD', 'modelo': 'AVEA', 'fabricante': 'BIRD', 'municipio_origem': 'IGUATU', 'nome_instituicao_origem': 'HOSPITAL REGIONAL DE IGUATU', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'REGIONAL DE SAÚDE DE IGUATU', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 6, 10, 19, 3), 'updated_at': datetime.datetime(2020, 4, 6, 10, 19, 3)}]"
5ea1b79fbdcecbbd7f7f81fd,5ea1b79fbdcecbbd7f7f81fc,0009,2020-04-06 10:28:20.000,2020-04-06 10:28:20.000,triagem,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Cabo de Força / Fonte', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=12IsfjQhhswqduli7pZSpfDiVXj0BxKlG', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}",,"[{'_id': ObjectId('5ea1b79fbdcecbbd7f7f81fc'), 'numero_de_serie': 'BBV03276, BBU01011', 'nome_equipamento': '', 'numero_do_patrimonio': '07012456', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': 'BIRD', 'modelo': 'AVEA', 'fabricante': 'BIRD', 'municipio_origem': 'IGUATU', 'nome_instituicao_origem': 'HOSPITAL REGIONAL DE IGUATU', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'REGIONAL DE SAÚDE DE IGUATU', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 6, 10, 28, 20), 'updated_at': datetime.datetime(2020, 4, 6, 10, 28, 20)}]"
5ea1b7a0bdcecbbd7f7f81ff,5ea1b7a0bdcecbbd7f7f81fe,0010,2020-04-06 10:34:45.000,2020-04-06 10:34:45.000,triagem,"{'estado_de_conservacao': 'Usado', 'acessorios': [{'descricao': 'Umidificador', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}, {'descricao': 'Braço articulado', 'acompanha': True, 'quantidade': 1, 'estado_de_conservacao': ''}], 'foto_antes_limpeza': 'https://drive.google.com/open?id=1axSKfaSupW4tM_LnHTd2_jQuH7EoP-XV', 'foto_apos_limpeza': 'Fotografe o equipamento após a limpeza: '}",,"[{'_id': ObjectId('5ea1b7a0bdcecbbd7f7f81fe'), 'numero_de_serie': 'G13053', 'nome_equipamento': '', 'numero_do_patrimonio': '40626', 'tipo': 'Ventilador pulmonar de circuito duplo/ UTI/ COVID-19', 'marca': 'Leistung', 'modelo': 'Luft1-G', 'fabricante': 'Leistung', 'municipio_origem': 'IGUATU', 'nome_instituicao_origem': 'HOSPITAL REGIONAL DO IGUATU', 'tipo_instituicao_origem': 'Público', 'nome_responsavel': 'REGIONAL DE SAÚDE DE IGUATU', 'contato_responsavel': '', 'created_at': datetime.datetime(2020, 4, 6, 10, 34, 45), 'updated_at': datetime.datetime(2020, 4, 6, 10, 34, 45)}]"
